"Statistic Label","Year","Electoral Division","UNIT","VALUE"
"Mean Net Household Income","2022","Clonmacnoise, Offaly","€","58732"
"Mean Net Household Income","2022","Clonmore, Offaly","€","61252"
"Mean Net Household Income","2022","Clonygowan, Offaly","€","59129"
"Mean Net Household Income","2022","Croghan, Offaly","€","64139"
"Mean Net Household Income","2022","Cullenwaine, Offaly","€","56791"
"Mean Net Household Income","2022","Daingean, Offaly","€","53205"
"Mean Net Household Income","2022","Derrinboy, Offaly","€","67134"
"Mean Net Household Income","2022","Derryad, Offaly","€","62331"
"Mean Net Household Income","2022","Derrycooly, Offaly","€","60821"
"Mean Net Household Income","2022","Doon, Offaly","€","66717"
"Mean Net Household Income","2022","Dromoyle, Offaly","€","64413"
"Mean Net Household Income","2022","Drumcullen, Offaly","€","60521"
"Mean Net Household Income","2022","Dunkerrin, Offaly","€","65520"
"Mean Net Household Income","2022","Durrow, Offaly","€","74960"
"Mean Net Household Income","2022","Edenderry Rural, Offaly","€","71241"
"Mean Net Household Income","2022","Edenderry Urban, Offaly","€","52121"
"Mean Net Household Income","2022","Eglish, Offaly","€","58395"
"Mean Net Household Income","2022","Esker/Ballaghassaan, Offaly","€","56116"
"Mean Net Household Income","2022","Ettagh, Offaly","€","62432"
"Mean Net Household Income","2022","Ferbane, Offaly","€","52940"
"Mean Net Household Income","2022","Gallen, Offaly","€","49276"
"Mean Net Household Income","2022","Geashill, Offaly","€","60522"
"Mean Net Household Income","2022","Gorteen, Offaly, 187043","€","57843"
"Mean Net Household Income","2022","Gorteen, Offaly, 187044","€","69491"
"Mean Net Household Income","2022","Hammerlane, Offaly","€","63191"
"Mean Net Household Income","2022","Hinds, Offaly","€","60596"
"Mean Net Household Income","2022","Huntston, Offaly","€","57611"
"Mean Net Household Income","2022","Kilclonfert, Offaly","€","63494"
"Mean Net Household Income","2022","Kilcolman, Offaly","€","61228"
"Mean Net Household Income","2022","Kilcormac, Offaly","€","47863"
"Mean Net Household Income","2022","Kilcumreragh, Offaly","€","64154"
"Mean Net Household Income","2022","Killeigh, Offaly","€","60188"
"Mean Net Household Income","2022","Killooly, Offaly","€","66418"
"Mean Net Household Income","2022","Killoughy, Offaly","€","63132"
"Mean Net Household Income","2022","Killyon, Offaly","€","68910"
"Mean Net Household Income","2022","Kinnitty, Offaly","€","56573"
"Mean Net Household Income","2022","Knockbarron, Offaly","€","56103"
"Mean Net Household Income","2022","Knockdrin, Offaly","€","67509"
"Mean Net Household Income","2022","Lea, Offaly","€","54289"
"Mean Net Household Income","2022","Letter, Offaly","€","55153"
"Mean Net Household Income","2022","Lumcloon, Offaly","€","51859"
"Mean Net Household Income","2022","Lusmagh, Offaly","€","55796"
"Mean Net Household Income","2022","Monasteroris, Offaly","€","66618"
"Mean Net Household Income","2022","Mountbriscoe, Offaly","€","65515"
"Mean Net Household Income","2022","Mounterin, Offaly","€","60653"
"Mean Net Household Income","2022","Mountheaton, Offaly","€","59959"
"Mean Net Household Income","2022","Moyclare, Offaly","€","58461"
"Mean Net Household Income","2022","O'dempsey, Offaly","€","57711"
"Mean Net Household Income","2022","Portarlington North, Offaly","€","53880"
"Mean Net Household Income","2022","Rahan, Offaly","€","65781"
"Mean Net Household Income","2022","Raheenakeeran, Offaly","€","49305"
"Mean Net Household Income","2022","Rathfeston, Offaly","€","64805"
"Mean Net Household Income","2022","Rathrobin, Offaly","€","60276"
"Mean Net Household Income","2022","Roscomroe, Offaly","€","57261"
"Mean Net Household Income","2022","Screggan, Offaly","€","69791"
"Mean Net Household Income","2022","Seirkieran, Offaly","€","64186"
"Mean Net Household Income","2022","Shannonbridge, Offaly","€","45308"
"Mean Net Household Income","2022","Shannonharbour, Offaly","€","57183"
"Mean Net Household Income","2022","Shinrone, Offaly","€","45788"
"Mean Net Household Income","2022","Silverbrook, Offaly","€","73223"
"Mean Net Household Income","2022","Srah, Offaly","€","48683"
"Mean Net Household Income","2022","Templeharry, Offaly","€","50414"
"Mean Net Household Income","2022","Tinamuck, Offaly","€","63499"
"Mean Net Household Income","2022","Tinnycross, Offaly","€","64304"
"Mean Net Household Income","2022","Tulla, Offaly","€","65425"
"Mean Net Household Income","2022","Tullamore Rural, Offaly","€","62896"
"Mean Net Household Income","2022","Tullamore Urban, Offaly","€","51016"
"Mean Net Household Income","2022","Ardnaglew, Westmeath","€","65359"
"Mean Net Household Income","2022","Ardnagragh, Westmeath","€","67837"
"Mean Net Household Income","2022","Athlone East Rural, Westmeath","€","54644"
"Mean Net Household Income","2022","Athlone East Urban, Westmeath","€","46801"
"Mean Net Household Income","2022","Athlone West Urban, Westmeath","€","43639"
"Mean Net Household Income","2022","Auburn, Westmeath","€","65715"
"Mean Net Household Income","2022","Ballinalack, Westmeath","€","61359"
"Mean Net Household Income","2022","Ballinlough, Westmeath","€","63874"
"Mean Net Household Income","2022","Ballybroder, Westmeath","€","67410"
"Mean Net Household Income","2022","Ballyhealy, Westmeath","€","58485"
"Mean Net Household Income","2022","Ballykilmore, Westmeath","€","54406"
"Mean Net Household Income","2022","Ballymore, Westmeath","€","52057"
"Mean Net Household Income","2022","Ballymorin, Westmeath","€","65590"
"Mean Net Household Income","2022","Ballynagore, Westmeath","€","56628"
"Mean Net Household Income","2022","Ballynaskeagh, Westmeath","€","58797"
"Mean Net Household Income","2022","Bellanalack, Westmeath","€","63002"
"Mean Net Household Income","2022","Belvidere, Westmeath","€","78666"
"Mean Net Household Income","2022","Boherquill, Westmeath","€","53973"
"Mean Net Household Income","2022","Bracklin, Westmeath","€","59433"
"Mean Net Household Income","2022","Carn, Westmeath","€","66844"
"Mean Net Household Income","2022","Carrick, Westmeath","€","67656"
"Mean Net Household Income","2022","Castle, Westmeath","€","70005"
"Mean Net Household Income","2022","Castledaly, Westmeath","€","65466"
"Mean Net Household Income","2022","Castlelost, Westmeath","€","54629"
"Mean Net Household Income","2022","Castletown, Westmeath","€","63886"
"Mean Net Household Income","2022","Churchtown, Westmeath","€","65031"
"Mean Net Household Income","2022","Cloghan, Westmeath","€","64872"
"Mean Net Household Income","2022","Clonarney, Westmeath","€","60560"
"Mean Net Household Income","2022","Clonfad, Westmeath","€","62283"
"Mean Net Household Income","2022","Clonlost, Westmeath","€","59224"
"Mean Net Household Income","2022","Collinstown, Westmeath","€","55261"
"Mean Net Household Income","2022","Coole, Westmeath","€","53405"
"Mean Net Household Income","2022","Coolure, Westmeath","€","53738"
"Mean Net Household Income","2022","Copperalley, Westmeath","€","47872"
"Mean Net Household Income","2022","Delvin, Westmeath","€","52157"
"Mean Net Household Income","2022","Derrymore, Westmeath","€","58118"
"Mean Net Household Income","2022","Doonis, Westmeath","€","64789"
"Mean Net Household Income","2022","Drumraney, Westmeath","€","64843"
"Mean Net Household Income","2022","Dysart, Westmeath","€","61906"
"Mean Net Household Income","2022","Emper, Westmeath","€","58091"
"Mean Net Household Income","2022","Enniscoffey, Westmeath","€","65236"
"Mean Net Household Income","2022","Faughalstown, Westmeath","€","61894"
"Mean Net Household Income","2022","Finnea, Westmeath","€","45313"
"Mean Net Household Income","2022","Fore East, Westmeath","€","58528"
"Mean Net Household Income","2022","Fore West, Westmeath","€","58936"
"Mean Net Household Income","2022","Gaybrook, Westmeath","€","71527"
"Mean Net Household Income","2022","Glassan, Westmeath","€","74690"
"Mean Net Household Income","2022","Glenlough, Westmeath","€","52250"
"Mean Net Household Income","2022","Glore, Westmeath","€","53327"
"Mean Net Household Income","2022","Greenpark, Westmeath","€","63153"
"Mean Net Household Income","2022","Griffinstown, Westmeath","€","70961"
"Mean Net Household Income","2022","Heathstown, Westmeath","€","68146"
"Mean Net Household Income","2022","Hilltown, Westmeath","€","51628"
"Mean Net Household Income","2022","Hopestown, Westmeath","€","80942"
"Mean Net Household Income","2022","Huntingdon, Westmeath","€","63350"
"Mean Net Household Income","2022","Jamestown, Westmeath","€","68330"
"Mean Net Household Income","2022","Kilbeggan, Westmeath","€","51296"
"Mean Net Household Income","2022","Kilbixy, Westmeath","€","47093"
"Mean Net Household Income","2022","Kilcumny, Westmeath","€","49640"
"Mean Net Household Income","2022","Kilcumreragh, Westmeath","€","59945"
"Mean Net Household Income","2022","Killare, Westmeath","€","59180"
"Mean Net Household Income","2022","Killinure, Westmeath","€","74882"
"Mean Net Household Income","2022","Killua, Westmeath","€","58350"
"Mean Net Household Income","2022","Killucan, Westmeath","€","57868"
"Mean Net Household Income","2022","Killulagh, Westmeath","€","62494"
"Mean Net Household Income","2022","Kilpatrick, Westmeath","€","65697"
"Mean Net Household Income","2022","Kinnegad, Westmeath","€","57504"
"Mean Net Household Income","2022","Kinturk, Westmeath","€","46428"
"Mean Net Household Income","2022","Knockarrow, Westmeath","€","50007"
"Mean Net Household Income","2022","Knockdrin, Westmeath","€","64978"
"Mean Net Household Income","2022","Lackan, Westmeath","€","58966"
"Mean Net Household Income","2022","Lauree, Westmeath","€","61522"
"Mean Net Household Income","2022","Middleton, Westmeath","€","63076"
"Mean Net Household Income","2022","Milltown, Westmeath","€","55682"
"Mean Net Household Income","2022","Moate, Westmeath","€","53628"
"Mean Net Household Income","2022","Mount Temple, Westmeath","€","74068"
"Mean Net Household Income","2022","Moydrum, Westmeath","€","68110"
"Mean Net Household Income","2022","Muckanagh, Westmeath","€","57954"
"Mean Net Household Income","2022","Mullingar North Urban, Westmeath","€","43893"
"Mean Net Household Income","2022","Mullingar Rural, Westmeath","€","59141"
"Mean Net Household Income","2022","Mullingar South Urban, Westmeath","€","53087"
"Mean Net Household Income","2022","Multyfarnham, Westmeath","€","57000"
"Mean Net Household Income","2022","Newtown, Westmeath","€","65537"
"Mean Net Household Income","2022","Noughaval, Westmeath","€","64351"
"Mean Net Household Income","2022","Owel, Westmeath","€","68044"
"Mean Net Household Income","2022","Piercetown, Westmeath","€","55694"
"Mean Net Household Income","2022","Portloman, Westmeath","€","65964"
"Mean Net Household Income","2022","Raharney, Westmeath","€","57834"
"Mean Net Household Income","2022","Rahugh, Westmeath","€","58618"
"Mean Net Household Income","2022","Rathconrath, Westmeath","€","61894"
"Mean Net Household Income","2022","Rathowen, Westmeath","€","52609"
"Mean Net Household Income","2022","Riverdale, Westmeath","€","68576"
"Mean Net Household Income","2022","Rosmead, Westmeath","€","59733"
"Mean Net Household Income","2022","Russellstown, Westmeath","€","72646"
"Mean Net Household Income","2022","Skeagh, Westmeath","€","57271"
"Mean Net Household Income","2022","Sonna, Westmeath","€","56940"
"Mean Net Household Income","2022","Stonehall, Westmeath","€","59906"
"Mean Net Household Income","2022","Streamstown, Westmeath","€","57904"
"Mean Net Household Income","2022","Street, Westmeath","€","46568"
"Mean Net Household Income","2022","Taghmon, Westmeath","€","59770"
"Mean Net Household Income","2022","Templepatrick, Westmeath","€","57536"
"Mean Net Household Income","2022","Tubbrit, Westmeath","€","60962"
"Mean Net Household Income","2022","Tullaghan, Westmeath","€","74562"
"Mean Net Household Income","2022","Umma, Westmeath","€","60461"
"Mean Net Household Income","2022","Winetown, Westmeath","€","53807"
"Mean Net Household Income","2022","Woodland, Westmeath","€","70788"
"Mean Net Household Income","2022","Adamstown, Wexford","€","52696"
"Mean Net Household Income","2022","Ardamine, Wexford","€","46893"
"Mean Net Household Income","2022","Ardcavan, Wexford","€","60739"
"Mean Net Household Income","2022","Ardcolm, Wexford","€","54713"
"Mean Net Household Income","2022","Artramon, Wexford","€","57580"
"Mean Net Household Income","2022","Aughwilliam, Wexford","€","61485"
"Mean Net Household Income","2022","Ballindaggan, Wexford","€","53105"
"Mean Net Household Income","2022","Balloughter, Wexford","€","65890"
"Mean Net Household Income","2022","Ballyanne, Wexford","€","55070"
"Mean Net Household Income","2022","Ballybeg, Wexford","€","57310"
"Mean Net Household Income","2022","Ballycanew, Wexford","€","52211"
"Mean Net Household Income","2022","Ballycarney, Wexford","€","65505"
"Mean Net Household Income","2022","Ballyellis, Wexford","€","60535"
"Mean Net Household Income","2022","Ballygarrett, Wexford","€","54286"
"Mean Net Household Income","2022","Ballyhack, Wexford","€","50313"
"Mean Net Household Income","2022","Ballyhoge, Wexford","€","55749"
"Mean Net Household Income","2022","Ballyhuskard, Wexford","€","59217"
